Locus Tag,Start,End,Strand
Rv3430c,3847642,3848805,-
Rv3431c,3849294,3850139,-
Rv3432c,3850372,3851754,-
Rv3433c,3851792,3853213,-
Rv3434c,3853215,3853928,-
Rv3435c,3853939,3854793,-
Rv3436c,3855015,3856889,-
Rv3437,3856911,3857387,+
Rv3438,3857397,3858239,+
Rv3439c,3858259,3859662,-
Rv3440c,3859665,3859976,-
Rv3441c,3860024,3861370,-
Rv3442c,3861495,3861950,-
Rv3443c,3861947,3862390,-
Rv3444c,3862624,3862926,-
Rv3445c,3862947,3863324,-
Rv3446c,3863317,3864531,-
Rv3447c,3864528,3868238,-
Rv3448,3868352,3869755,+
Rv3449,3869752,3871119,+
Rv3450c,3871084,3872496,-
Rv3451,3872617,3873405,+
Rv3452,3873452,3874132,+
Rv3453,3874404,3874736,+
Rv3454,3874822,3876090,+
Rv3455c,3876052,3876945,-
Rv3456c,3876890,3877432,-
Rv3457c,3877464,3878507,-
Rv3458c,3878659,3879264,-
Rv3459c,3879273,3879692,-
Rv3460c,3879696,3880070,-
Rv3461c,3880286,3880399,-
Rv3462c,3880432,3880653,-
Rv3463,3880907,3881764,+
Rv3464,3881837,3882832,+
Rv3465,3882834,3883442,+
Rv3466,3883525,3884193,+
Rv3467,3883964,3884917,+
Rv3468c,3884975,3886069,-
Rv3469c,3886073,3887083,-
Rv3470c,3887144,3888802,-
Rv3471c,3888808,3889341,-
Rv3472,3889362,3889868,+
Rv3473c,3889948,3890733,-
Rv3474,3890830,3891156,+
Rv3475,3891051,3892091,+
Rv3476c,3892371,3893720,-
Rv3477,3894093,3894389,+
Rv3478,3894426,3895607,+
Rv3479,3895820,3898885,+
Rv3480c,3898909,3900402,-
Rv3481c,3900493,3901182,-
Rv3482c,3901324,3902106,-
Rv3483c,3902150,3902812,-
Rv3484,3903078,3904616,+
Rv3485c,3904622,3905566,-
Rv3486,3905772,3906221,+
Rv3487c,3906174,3907007,-
Rv3488,3907667,3907990,+
Rv3489,3908072,3908236,+
Rv3490,3908236,3909738,+
Rv3491,3909890,3910468,+
Rv3492c,3910483,3910518,-
Rv3493c,3910947,3911675,-
Rv3494c,3911675,3913369,-
Rv3495c,3913380,3914534,-
Rv3496c,3914531,3915886,-
Rv3497c,3915883,3916956,-
Rv3498c,3916946,3917998,-
Rv3499c,3917998,3919200,-
Rv3500c,3919220,3920062,-
Rv3501c,3920097,3920861,-
Rv3502c,3921087,3922040,-
Rv3503c,3922065,3922256,-
Rv3504,3922471,3923673,+
Rv3505,3923698,3924819,+
Rv3506,3924890,3926398,+
Rv3507,3926569,3930714,+
Rv3508,3931005,3936710,+
Rv3509c,3936877,3938424,-
Rv3510c,3938421,3939257,-
Rv3511,3939617,3941761,+
Rv3512,3941724,3944963,+
Rv3513c,3945092,3945748,-
Rv3514,3945794,3950263,+
Rv3515c,3950824,3952470,-
Rv3516,3952544,3953335,+
Rv3517,3953431,3954270,+
Rv3518c,3954325,3955521,-
Rv3519,3955550,3956260,+
Rv3520c,3956325,3957368,-
Rv3521,3957521,3958432,+
Rv3522,3958448,3959512,+
Rv3523,3959529,3960713,+
Rv3524,3960755,3961786,+
Rv3525c,3961800,3962324,-
Rv3526,3962439,3963599,+
Rv3527,3963605,3964054,+
Rv3528c,3964479,3965192,-
Rv3529c,3965884,3967038,-
Rv3530c,3967038,3967820,-
Rv3531c,3967817,3968944,-
Rv3532,3969343,3970563,+
Rv3533c,3970705,3972453,-
Rv3534c,3972552,3973592,-
Rv3535c,3973589,3974500,-
Rv3536c,3974511,3975296,-
Rv3537,3975369,3977060,+
Rv3538,3977062,3977922,+
Rv3539,3978059,3979498,+
Rv3540c,3979499,3980659,-
Rv3541c,3980659,3981048,-
Rv3542c,3981045,3981980,-
Rv3543c,3981977,3983140,-
Rv3544c,3983125,3984144,-
Rv3545c,3984144,3985445,-
Rv3546,3985557,3986732,+
Rv3547,3986844,3987299,+
Rv3548c,3987382,3988296,-
Rv3549c,3988319,3989098,-
Rv3550,3989153,3989896,+
Rv3551,3989896,3990774,+
Rv3552,3990771,3991523,+
Rv3553,3991621,3992688,+
Rv3554,3992685,3994742,+
Rv3555c,3994830,3995699,-
Rv3556c,3995804,3996964,-
Rv3557c,3997029,3997631,-
Rv3558,3997980,3999638,+
Rv3559c,3999647,4000435,-
Rv3560c,4000432,4001589,-
Rv3561,4001637,4003160,+
Rv3562,4003161,4004294,+
Rv3563,4004291,4005250,+
Rv3564,4005247,4006203,+
Rv3565,4006200,4007366,+
Rv3566A,4008167,4008433,-
Rv3566c,4007331,4008182,-
Rv3567c,4008719,4009282,-
Rv3568c,4009297,4010199,-
Rv3569c,4010196,4011071,-
Rv3570c,4011086,4012270,-
Rv3571,4012417,4013493,+
Rv3572,4013511,4014041,+
Rv3573c,4014077,4016212,-
Rv3574,4016484,4017083,+
Rv3575c,4017089,4018168,-
Rv3576,4018358,4019071,+
Rv3577,4019262,4020128,+
Rv3578,4020142,4021383,+
Rv3579c,4021425,4022393,-
Rv3580c,4022394,4023803,-
Rv3581c,4023868,4024347,-
Rv3582c,4024344,4025039,-
Rv3583c,4025056,4025544,-
Rv3584,4025830,4026378,+
Rv3585,4026444,4027886,+
Rv3586,4027891,4028967,+
Rv3587c,4028968,4029762,-
Rv3588c,4029871,4030494,-
Rv3589,4030493,4031407,+
Rv3590c,4031404,4033158,-
Rv3591c,4033269,4034042,-
Rv3592,4034057,4034374,+
Rv3593,4034352,4035710,+
Rv3594,4035857,4036684,+
Rv3595c,4036731,4038050,-
Rv3596c,4038158,4040704,-
Rv3597c,4040981,4041319,-
Rv3598c,4041423,4042940,-
Rv3599c,4042952,4043035,-
Rv3600c,4043041,4043859,-
Rv3601c,4043862,4044281,-
Rv3602c,4044281,4045210,-
Rv3603c,4045207,4046118,-
Rv3604c,4046303,4047496,-
Rv3605c,4047705,4048181,-
Rv3606c,4048181,4048747,-
Rv3607c,4048744,4049145,-
Rv3608c,4049138,4049980,-
Rv3609c,4049977,4050585,-
Rv3610c,4050601,4052883,-
Rv3611,4052950,4053603,+
Rv3612c,4053518,4053847,-
Rv3613c,4053881,4054042,-
Rv3614c,4054142,4054696,-
Rv3615c,4054812,4055123,-
Rv3616c,4055197,4056375,-
Rv3617,4057733,4058701,+
Rv3618,4058698,4059885,+
Rv3619c,4059984,4060268,-
Rv3620c,4060295,4060591,-
Rv3621c,4060648,4061889,-
Rv3622c,4061899,4062198,-
Rv3623,4062527,4063249,+
Rv3624c,4063254,4063904,-
Rv3625c,4063901,4064872,-
Rv3626c,4064851,4065903,-
Rv3627c,4065900,4067285,-
Rv3628,4067423,4067911,+
Rv3629c,4067957,4069054,-
Rv3630,4069175,4070470,+
Rv3631,4070514,4071239,+
Rv3632,4071236,4071580,+
Rv3633,4071791,4072666,+
Rv3634c,4072667,4073611,-
Rv3635,4073634,4075409,+
Rv3636,4075752,4076099,+
Rv3637,4076484,4076984,+
Rv3638,4076984,4077730,+
Rv3639c,4077884,4078450,-
Rv3640c,4078520,4079749,-
Rv3641c,4079925,4080560,-
Rv3642c,4080571,4080765,-
Rv3643,4081160,4081351,+
Rv3644c,4081516,4082721,-
Rv3645,4082807,4084456,+
Rv3646c,4084453,4087257,-
Rv3647c,4087610,4088188,-
Rv3648c,4088328,4088531,-
Rv3649,4088781,4091096,+
Rv3650,4091233,4091517,+
Rv3651,4091841,4092878,+
Rv3652,4093632,4093946,+
Rv3653,4093940,4094527,+
Rv3654c,4094660,4094914,-
Rv3655c,4094923,4095300,-
Rv3656c,4095324,4095530,-
Rv3657c,4095540,4096115,-
Rv3658c,4096139,4096939,-
Rv3659c,4096936,4097994,-
Rv3660c,4098096,4099148,-
Rv3661,4099647,4100510,+
Rv3662c,4101265,4102035,-
Rv3663c,4102032,4103678,-
Rv3664c,4103675,4104475,-
Rv3665c,4104531,4105457,-
Rv3666c,4105459,4107084,-
Rv3667,4107792,4109747,+
Rv3668c,4109783,4110481,-
Rv3669,4110827,4111345,+
Rv3670,4111346,4112329,+
Rv3671c,4112322,4113515,-
Rv3672c,4113521,4114342,-
Rv3673c,4114474,4115157,-
Rv3674c,4115157,4115894,-
Rv3675,4116002,4116379,+
Rv3676,4116478,4117152,+
Rv3677c,4117258,4118052,-
Rv3678A,4118530,4118691,-
Rv3678c,4118059,4118514,-
Rv3679,4118776,4119798,+
Rv3680,4119795,4120955,+
Rv3681c,4121198,4121554,-
Rv3682,4121916,4124348,+
Rv3683,4124417,4125376,+
Rv3684,4125439,4126479,+
Rv3685c,4127295,4128725,-
Rv3686c,4128751,4129083,-
Rv3687c,4129323,4129691,-
Rv3688c,4129893,4130357,-
Rv3689,4130357,4131712,+
Rv3690,4131739,4132392,+
Rv3691,4132518,4133519,+
Rv3692,4133516,4134592,+
Rv3693,4134726,4136048,+
Rv3694c,4136122,4137114,-
Rv3695,4137206,4138138,+
Rv3696c,4138202,4139755,-
Rv3697c,4139805,4140242,-
Rv3698,4140493,4142022,+
Rv3699,4142044,4142745,+
Rv3700c,4142748,4143920,-
Rv3701c,4143951,4144916,-
Rv3702c,4144913,4145614,-
Rv3703c,4145614,4146891,-
Rv3704c,4146888,4148186,-
Rv3705A,4149091,4149480,-
Rv3705c,4148318,4148962,-
Rv3706c,4149591,4149911,-
Rv3707c,4150030,4151040,-
Rv3708c,4151180,4152217,-
Rv3709c,4152218,4153483,-
Rv3710,4153860,4155674,+
Rv3711c,4155740,4156729,-
Rv3712,4156981,4158222,+
Rv3713,4158227,4158922,+
Rv3714c,4158931,4159821,-
Rv3715c,4159889,4160500,-
Rv3716c,4160512,4160913,-
Rv3717,4161048,4161773,+
Rv3718c,4161815,4162258,-
Rv3719,4162306,4163718,+
Rv3720,4163736,4164998,+
Rv3721c,4164995,4166731,-
Rv3722c,4166821,4168128,-
Rv3723,4168536,4169300,+
Rv3724A,4169467,4169709,+
Rv3724B,4169606,4170169,+
Rv3725,4170214,4171143,+
Rv3726,4171421,4172614,+
Rv3727,4172955,4174763,+
Rv3728,4174873,4178070,+
Rv3729,4178285,4180615,+
Rv3730c,4180680,4181720,-
Rv3731,4181758,4182834,+
Rv3732,4182934,4183992,+
Rv3733c,4184012,4184512,-
Rv3734c,4184526,4185890,-
Rv3735,4186089,4186577,+
Rv3736,4186634,4187695,+
Rv3737,4187699,4189288,+
Rv3738c,4189285,4190232,-
Rv3739c,4190284,4190517,-
Rv3740c,4190833,4192179,-
Rv3741c,4192179,4192853,-
Rv3742c,4192850,4193245,-
Rv3743c,4193391,4195373,-
Rv3744,4195440,4195802,+
Rv3745c,4195886,4196098,-
Rv3746c,4196171,4196506,-
Rv3747,4196724,4197107,+
Rv3748,4197236,4197595,+
Rv3749c,4197628,4198137,-
Rv3750c,4198205,4198597,-
Rv3751,4198874,4199089,+
Rv3752c,4199247,4199705,-
Rv3753c,4199721,4200221,-
Rv3754,4200421,4201326,+
Rv3755c,4201289,4201888,-
Rv3756c,4201894,4202613,-
Rv3757c,4202610,4203299,-
Rv3758c,4203287,4204417,-
Rv3759c,4204426,4205373,-
Rv3760,4205538,4205840,+
Rv3761c,4205862,4206917,-
Rv3762c,4206996,4208876,-
Rv3763,4209047,4209526,+
Rv3764c,4209582,4211009,-
Rv3765c,4211080,4211784,-
Rv3766,4212293,4212982,+
Rv3767c,4212996,4213940,-
Rv3768,4214070,4214429,+
Rv3769,4214615,4214887,+
Rv3770A,4215881,4216063,-
Rv3770B,4216078,4216269,-
Rv3770c,4215200,4215775,-
Rv3771c,4216404,4216730,-
Rv3772,4217134,4218195,+
Rv3773c,4218241,4218825,-
Rv3774,4218849,4219673,+
Rv3775,4219685,4220932,+
Rv3776,4221089,4222648,+
Rv3777,4222694,4223680,+
Rv3778c,4223699,4224895,-
Rv3779,4224985,4226985,+
Rv3780,4226989,4227525,+
Rv3781,4227529,4228350,+
Rv3782,4228347,4229261,+
Rv3783,4229258,4230100,+
Rv3784,4230256,4231236,+
Rv3785,4231320,4232393,+
Rv3786c,4232374,4233597,-
Rv3787c,4233610,4234536,-
Rv3788,4234780,4235265,+
Rv3789,4235374,4235739,+
Rv3790,4235779,4237164,+
Rv3791,4237165,4237929,+
Rv3792,4237932,4239863,+
Rv3793,4239863,4243147,+
Rv3794,4243233,4246517,+
Rv3795,4246514,4249810,+
Rv3796,4249878,4251005,+
Rv3797,4251085,4252866,+
Rv3798,4252993,4254327,+
Rv3799c,4254380,4255948,-
Rv3800c,4255945,4261146,-
Rv3801c,4261153,4263066,-
Rv3802c,4263355,4264365,-
Rv3803c,4264563,4265462,-
Rv3804c,4265642,4266658,-
Rv3805c,4266953,4268836,-
Rv3806c,4268925,4269833,-
Rv3807c,4269840,4270337,-
Rv3808c,4270366,4272279,-
Rv3809c,4272276,4273475,-
Rv3810,4273739,4274593,+
Rv3811,4274798,4276417,+
Rv3812,4276571,4278085,+
Rv3813c,4278394,4279215,-
Rv3814c,4279230,4280015,-
Rv3815c,4280033,4280788,-
Rv3816c,4280792,4281571,-
Rv3817,4281647,4282402,+
Rv3818,4282449,4283999,+
Rv3819,4283996,4284331,+
Rv3820c,4284419,4285825,-
Rv3821,4285973,4286686,+
Rv3822,4286721,4287935,+
Rv3823c,4288260,4291529,-
Rv3824c,4291639,4293174,-
Rv3825c,4293225,4299605,-
Rv3826,4299812,4301566,+
Rv3827c,4301563,4302789,-
Rv3828c,4302786,4303397,-
Rv3829c,4303398,4305008,-
Rv3830c,4305056,4305685,-
Rv3831,4305757,4306239,+
Rv3832c,4306236,4306811,-
Rv3833,4306867,4307658,+
Rv3834c,4307655,4308914,-
Rv3835,4309047,4310396,+
Rv3836,4310401,4310814,+
Rv3837c,4311009,4311707,-
Rv3838c,4311704,4312669,-
Rv3839,4312765,4313541,+
Rv3840,4313567,4313980,+
Rv3841,4314178,4314723,+
Rv3842c,4314738,4315562,-
Rv3843c,4315568,4316596,-
Rv3844,4318775,4319266,+
Rv3845,4319281,4319640,+
Rv3846,4320704,4321327,+
Rv3847,4321538,4322071,+
Rv3848,4322326,4323234,+
Rv3849,4323499,4323897,+
Rv3850,4324015,4324671,+
Rv3851,4324683,4324967,+
Rv3852,4325074,4325478,+
Rv3853,4325495,4325968,+
Rv3854c,4326004,4327473,-
Rv3855,4327549,4328199,+
Rv3856c,4328401,4329408,-
Rv3857c,4329417,4329614,-
Rv3858c,4330039,4331505,-
Rv3859c,4331498,4336081,-
Rv3860,4336777,4337949,+
Rv3861,4337946,4338272,+
Rv3862c,4338171,4338521,-
Rv3863,4338849,4340027,+
Rv3864,4340270,4341478,+
Rv3865,4341566,4341877,+
Rv3866,4341880,4342731,+
Rv3867,4342770,4343321,+
Rv3868,4343314,4345035,+
Rv3869,4345039,4346481,+
Rv3870,4346481,4348724,+
Rv3871,4348827,4350602,+
Rv3872,4350745,4351044,+
Rv3873,4351075,4352181,+
Rv3874,4352274,4352576,+
Rv3875,4352609,4352896,+
Rv3876,4353010,4355010,+
Rv3877,4355007,4356542,+
Rv3878,4356693,4357535,+
Rv3879c,4357593,4359782,-
Rv3880c,4360199,4360546,-
Rv3881c,4360543,4361925,-
Rv3882c,4362032,4363420,-
Rv3883c,4363417,4364757,-
Rv3884c,4364979,4366838,-
Rv3885c,4366908,4368521,-
Rv3886c,4368518,4370170,-
Rv3887c,4370155,4371684,-
Rv3888c,4371681,4372706,-
Rv3889c,4372800,4373630,-
Rv3890c,4373726,4374013,-
Rv3891c,4374049,4374372,-
Rv3892c,4374484,4375683,-
Rv3893c,4375762,4375995,-
Rv3894c,4376262,4380452,-
Rv3895c,4380453,4381940,-
Rv3896c,4381943,4382851,-
Rv3897c,4383008,4383640,-
Rv3898c,4383653,4383985,-
Rv3899c,4384147,4385379,-
Rv3900c,4385373,4386308,-
Rv3901c,4386365,4386814,-
Rv3902c,4387365,4387895,-
Rv3903c,4387892,4390432,-
Rv3904c,4390437,4390709,-
Rv3905c,4390720,4391031,-
Rv3906c,4391097,4391606,-
Rv3907c,4391631,4393073,-
Rv3908,4393449,4394195,+
Rv3909,4394192,4396600,+
Rv3910,4396597,4400151,+
Rv3911,4400186,4400854,+
Rv3912,4400870,4401634,+
Rv3913,4401728,4402735,+
Rv3914,4402732,4403082,+
Rv3915,4403192,4404412,+
Rv3916c,4404433,4405167,-
Rv3917c,4405457,4406491,-
Rv3918c,4406488,4407531,-
Rv3919c,4407528,4408202,-
Rv3920c,4408334,4408897,-
Rv3921c,4408969,4410069,-
Rv3922c,4410053,4410415,-
Rv3923c,4410412,4410762,-
Rv3924c,4410786,4410929,-
Rvnr01,1471846,1473382,+
Rvnr02,1473658,1476795,+
Rvnr03,1476899,1477013,+
Rvns01,2500445,2500751,-
Rvns02,3467813,3468419,-
Rvnt01,10887,10960,+
Rvnt02,11112,11184,+
Rvnt03,25644,25726,+
Rvnt04,386204,386274,-
Rvnt05,658109,658189,+
Rvnt06,731494,731566,+
Rvnt07,731603,731676,+
Rvnt08,733524,733596,+
Rvnt09,850642,850713,-
Rvnt10,923803,923875,-
Rvnt11,923999,924072,+
Rvnt12,924110,924183,+
Rvnt13,924213,924286,+
Rvnt14,1025321,1025393,-
Rvnt15,1113511,1113583,+
Rvnt16,1138076,1138147,-
Rvnt17,1177396,1177469,+
Rvnt18,1446193,1446265,-
Rvnt19,1512728,1512811,+
Rvnt20,1828015,1828088,-
Rvnt21,1946613,1946686,+
Rvnt22,2401987,2402072,+
Rvnt23,2510598,2510669,-
Rvnt24,2581764,2581837,-
Rvnt25,2619407,2619479,-
Rvnt26,2765331,2765404,-
Rvnt27,2765541,2765611,+
Rvnt28,2794176,2794249,+
Rvnt29,2827854,2827926,+
Rvnt30,2835494,2835566,+
Rvnt31,2969497,2969568,-
Rvnt32,2969753,2969825,+
Rvnt33,2969855,2969925,+
Rvnt34,2969942,2970013,+
Rvnt35,3348547,3348619,-
Rvnt36,3348659,3348730,-
Rvnt37,3431840,3431912,-
Rvnt38,3559370,3559443,-
Rvnt39,4081365,4081437,-
Rvnt40,4126541,4126614,+
Rvnt41,4168345,4168430,+
Rvnt42,4199131,4199217,-
Rvnt43,4216865,4216937,-
Rvnt44,4216968,4217056,-
Rvnt45,4222581,4222667,-
